Country,ISO2,ISO3,Indicator,Variable,Model,Scenarios,Unit,Source,CTS Name,CTS Code,CTS Full Descriptor,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Africa (NiGEM),,605NiGEM,Potential National Income Benefit From Avoided Climate Damages,Business confidence losses,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),Percent,"Network for Greening the Financial System (2023), Scenarios Portal; and International Institute for Applied Systems Analysis (2023), NGFS Phase 4 Scenario Explorer; IMF Staff Calculations.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa (NiGEM),,605NiGEM,Potential National Income Benefit From Avoided Climate Damages,Business confidence losses,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),Percent,"Network for Greening the Financial System (2023), Scenarios Portal; and International Institute for Applied Systems Analysis (2023), NGFS Phase 4 Scenario Explorer; IMF Staff Calculations.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.281674589,-0.981902888,-1.234094929,-0.840791587,-0.496580276,-0.289262911,-0.150107201,-0.046048924,0.032587096,0.081290037,0.10217612,0.099684106,0.083702141,0.064722452,0.0446633,0.026198816,0.008291438,-0.01034703,-0.03051679,-0.052480958
Africa (NiGEM),,605NiGEM,Potential National Income Benefit From Avoided Climate Damages,Business confidence losses,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),Percent,"Network for Greening the Financial System (2023), Scenarios Portal; and International Institute for Applied Systems Analysis (2023), NGFS Phase 4 Scenario Explorer; IMF Staff Calculations.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa (NiGEM),,605NiGEM,Potential National Income Benefit From Avoided Climate Damages,Mitigation policy costs,GCAM,Delayed Transition (Disorderly scenario),Percent,"Network for Greening the Financial System (2023), Scenarios Portal; and International Institute for Applied Systems Analysis (2023), NGFS Phase 4 Scenario Explorer; IMF Staff Calculations.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.082357505,-0.36775366,-0.68109298,-0.997653824,-1.311432271,-1.671833671,-2.045450239,-2.422052135,-2.801072673,-3.101806524,-3.498859077,-3.970804698,-4.475923054,-5.09863811,-5.648189296,-6.296743793,-7.147961853,-8.080564281,-9.082771833,-10.09114136
Africa (NiGEM),,605NiGEM,Potential National Income Benefit From Avoided Climate Damages,Mitigation policy costs,GCAM,Net Zero 2050 (Orderly scenario),Percent,"Network for Greening the Financial System (2023), Scenarios Portal; and International Institute for Applied Systems Analysis (2023), NGFS Phase 4 Scenario Explorer; IMF Staff Calculations.",,,,-0.004488117,-0.148311939,-0.266647101,-0.355433759,-0.57673402,-0.907508353,-1.268620628,-1.643073463,-2.07699731,-2.540728849,-3.072303603,-3.669966731,-4.250000147,-4.92368374,-5.583785617,-6.303382803,-7.115719028,-7.805313289,-8.754670502,-9.833424387,-10.93752278,-12.28190877,-13.41578132,-14.6182963,-15.7132661,-16.55499107,-17.32908756,-18.05873631
Africa (NiGEM),,605NiGEM,Potential National Income Benefit From Avoided Climate Damages,Mitigation policy costs,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),Percent,"Network for Greening the Financial System (2023), Scenarios Portal; and International Institute for Applied Systems Analysis (2023), NGFS Phase 4 Scenario Explorer; IMF Staff Calculations.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.186040889,-0.802222189,-1.483139232,-2.145225055,-2.752214618,-3.429064923,-4.169790087,-4.988093192,-5.874835059,-6.638188766,-7.559142695,-8.456194916,-9.292808634,-10.29642193,-11.1116326,-11.95943326,-12.7865871,-13.46654255,-14.10399225,-14.68967962
Africa (NiGEM),,605NiGEM,Potential National Income Benefit From Avoided Climate Damages,Mitigation policy costs,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),Percent,"Network for Greening the Financial System (2023), Scenarios Portal; and International Institute for Applied Systems Analysis (2023), NGFS Phase 4 Scenario Explorer; IMF Staff Calculations.",,,,0.628156923,0.227126267,0.182532738,0.198032139,-0.317581551,-1.285678819,-2.46794602,-3.735578045,-5.285736179,-6.781980813,-8.275834765,-9.810111973,-11.17125902,-12.54266076,-13.48878667,-14.31007175,-15.17941085,-15.72257762,-16.57609428,-17.23791467,-17.73116361,-18.52952523,-18.9968909,-19.56271022,-20.18804595,-20.65758473,-21.11866339,-21.54349541
Africa (NiGEM),,605NiGEM,Potential National Income Benefit From Avoided Climate Damages,Mitigation policy costs,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),Percent,"Network for Greening the Financial System (2023), Scenarios Portal; and International Institute for Applied Systems Analysis (2023), NGFS Phase 4 Scenario Explorer; IMF Staff Calculations.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.200873834,-0.781452467,-1.086793082,-1.107129211,-0.958900538,-0.941221028,-1.406799534,-2.246553957,-3.293483339,-4.344764977,-5.466915344,-6.424660181,-7.239467067,-8.138504013,-8.887831444,-9.692611163,-10.48783813,-11.13630094,-11.72732578,-12.26084798
Africa (NiGEM),,605NiGEM,Potential National Income Benefit From Avoided Climate Damages,Mitigation policy costs,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),Percent,"Network for Greening the Financial System (2023), Scenarios Portal; and International Institute for Applied Systems Analysis (2023), NGFS Phase 4 Scenario Explorer; IMF Staff Calculations.",,,,0.170026052,-0.198802631,-0.096066393,0.065943965,0.034747893,-0.238975747,-0.711615965,-1.292167737,-1.960688149,-2.69220608,-3.519116568,-4.432456569,-5.318901187,-6.313579248,-7.291702198,-8.333308256,-9.472986042,-10.42576353,-11.59358774,-12.57471886,-13.35432521,-14.31025783,-14.9871819,-15.7504419,-16.55892179,-17.2362764,-17.91061106,-18.56094522
Africa (NiGEM),,605NiGEM,Potential National Income Benefit From Avoided Climate Damages,Net GDP benefit,GCAM,Delayed Transition (Disorderly scenario),Percent,"Network for Greening the Financial System (2023), Scenarios Portal; and International Institute for Applied Systems Analysis (2023), NGFS Phase 4 Scenario Explorer; IMF Staff Calculations.",,,,5.868373249,2.883571177,5.067115488,5.191510855,5.404081059,5.394266827,5.623392172,5.492273342,6.804431696,4.823036701,4.280070376,5.798593696,6.03173424,5.857909455,6.245193407,6.099541643,6.441458899,6.49165901,7.095828156,6.64149253,6.428482495,7.063554154,5.094824841,5.215982785,4.435580606,4.639641172,4.203836504,4.103925803
Africa (NiGEM),,605NiGEM,Potential National Income Benefit From Avoided Climate Damages,Net GDP benefit,GCAM,Net Zero 2050 (Orderly scenario),Percent,"Network for Greening the Financial System (2023), Scenarios Portal; and International Institute for Applied Systems Analysis (2023), NGFS Phase 4 Scenario Explorer; IMF Staff Calculations.",,,,5.821738355,2.700635666,4.737552464,4.71372458,4.721206009,4.329683691,4.145041029,3.654199678,4.861605737,4.693250394,4.276872907,5.517273953,4.880331712,4.965399021,4.449140247,4.128765378,3.966530006,3.708055963,4.049658012,3.301554838,2.265744668,2.639691396,1.573139369,1.280822941,0.70986843,1.031792757,1.039868003,1.017427519
Africa (NiGEM),,605NiGEM,Potential National Income Benefit From Avoided Climate Damages,Net GDP benefit,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),Percent,"Network for Greening the Financial System (2023), Scenarios Portal; and International Institute for Applied Systems Analysis (2023), NGFS Phase 4 Scenario Explorer; IMF Staff Calculations.",,,,5.84957408,2.907661169,5.117912413,5.267444951,5.473996614,5.405398642,5.59915093,5.449169418,6.625862731,4.304081912,3.403078778,4.578067714,4.518046926,4.025629752,4.068926936,3.532558816,3.405576352,3.010686541,3.107530138,2.256248596,1.736682885,1.978526495,-0.325812138,-0.489929109,-1.282925121,-0.851268792,-0.968039025,-0.701749077
Africa (NiGEM),,605NiGEM,Potential National Income Benefit From Avoided Climate Damages,Net GDP benefit,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),Percent,"Network for Greening the Financial System (2023), Scenarios Portal; and International Institute for Applied Systems Analysis (2023), NGFS Phase 4 Scenario Explorer; IMF Staff Calculations.",,,,6.471217787,3.150283984,5.307977252,5.399091882,5.060513543,3.936879813,2.854091624,1.413923417,1.481271949,0.310980282,-1.010885803,-0.660731891,-2.030982776,-2.573730915,-3.290677654,-3.628793016,-3.797265713,-3.896578504,-3.441528852,-3.751504343,-4.171308046,-3.258632939,-3.707764562,-3.418313761,-3.565842411,-2.934168975,-2.669562289,-2.434023411
Africa (NiGEM),,605NiGEM,Potential National Income Benefit From Avoided Climate Damages,Net GDP benefit,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),Percent,"Network for Greening the Financial System (2023), Scenarios Portal; and International Institute for Applied Systems Analysis (2023), NGFS Phase 4 Scenario Explorer; IMF Staff Calculations.",,,,5.857980887,2.891551155,5.104107696,5.248080054,5.42558177,5.341317538,5.525074019,5.367719196,6.54714728,4.295584936,3.832468567,5.739059514,6.502636027,6.748423511,7.053111737,6.463841791,6.156683312,5.448623144,5.351820519,4.488514575,4.040325325,4.419252998,2.208428458,2.195332675,1.562601045,2.114120533,2.113021472,2.48399466
Africa (NiGEM),,605NiGEM,Potential National Income Benefit From Avoided Climate Damages,Net GDP benefit,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),Percent,"Network for Greening the Financial System (2023), Scenarios Portal; and International Institute for Applied Systems Analysis (2023), NGFS Phase 4 Scenario Explorer; IMF Staff Calculations.",,,,6.010494464,2.697357083,5.008164403,5.261061933,5.428203678,5.048790254,4.73622983,4.024011112,4.988606847,4.573658029,3.930215982,4.932349528,4.069340548,3.937972698,3.190848302,2.603110207,2.15959514,1.655996894,1.816447559,1.22469249,0.566567186,1.354454894,0.720215438,0.86888912,0.60294653,1.066559528,1.145275797,1.177379893
Africa (NiGEM),,605NiGEM,Potential National Income Loss From Climate Risks,Acute climate damages,GCAM,Current Policies (Hot house world scenario),,"Network for Greening the Financial System (2023), Scenarios Portal; and International Institute for Applied Systems Analysis (2023), NGFS Phase 4 Scenario Explorer; IMF Staff Calculations.",,,,-16.52756673,-16.94570546,-18.48628776,-18.04782453,-18.48701036,-19.45764126,-19.21185591,-19.0180947,-20.1279198,-20.07851755,-20.56044741,-21.52023664,-21.49778869,-22.42062284,-22.12252428,-22.06796487,-22.75758047,-22.14677898,-23.19769916,-23.4804062,-23.07236555,-23.87048027,-23.41940587,-23.50771001,-23.99871202,-24.03911374,-24.13463021,-24.20438704
Africa (NiGEM),,605NiGEM,Potential National Income Loss From Climate Risks,Acute climate damages,GCAM,Delayed Transition (Disorderly scenario),,"Network for Greening the Financial System (2023), Scenarios Portal; and International Institute for Applied Systems Analysis (2023), NGFS Phase 4 Scenario Explorer; IMF Staff Calculations.",,,,-11.95473543,-14.98387251,-14.931884,-14.46913047,-14.8696163,-16.02273354,-15.68746401,-15.68429163,-15.65607213,-16.43792833,-17.01065846,-17.06220917,-17.0139465,-18.15439831,-17.49772662,-17.4712259,-17.88604145,-17.15155854,-17.77741916,-18.24346764,-17.74599469,-17.92522164,-18.61426438,-18.38626747,-19.09198841,-18.58101752,-18.56367138,-18.29324838
Africa (NiGEM),,605NiGEM,Potential National Income Loss From Climate Risks,Acute climate damages,GCAM,Net Zero 2050 (Orderly scenario),,"Network for Greening the Financial System (2023), Scenarios Portal; and International Institute for Applied Systems Analysis (2023), NGFS Phase 4 Scenario Explorer; IMF Staff Calculations.",,,,-11.95271153,-14.96220354,-14.91108739,-14.48278639,-14.85974998,-16.03093501,-15.71258471,-15.69097827,-15.70605262,-15.53736321,-16.09702004,-15.92785479,-16.13546735,-16.7558624,-16.49447082,-16.34257473,-16.85272506,-16.09893074,-16.59691574,-16.91659672,-16.64785875,-16.59662175,-16.30639506,-16.07658994,-16.59897744,-16.17753933,-16.08720907,-16.00185451
Africa (NiGEM),,605NiGEM,Potential National Income Loss From Climate Risks,Acute climate damages,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),,"Network for Greening the Financial System (2023), Scenarios Portal; and International Institute for Applied Systems Analysis (2023), NGFS Phase 4 Scenario Explorer; IMF Staff Calculations.",,,,-16.52756673,-16.94570546,-18.48628776,-18.04782453,-18.48701036,-19.45764126,-19.21185591,-19.0180947,-20.1279198,-20.07851755,-20.56044741,-21.52023664,-21.49778869,-22.42062284,-22.12252428,-22.06796487,-22.75758047,-22.14677898,-23.19769916,-23.4804062,-23.07236555,-23.87048027,-23.41940587,-23.50771001,-23.99871202,-24.03911374,-24.13463021,-24.20438704
Africa (NiGEM),,605NiGEM,Potential National Income Loss From Climate Risks,Acute climate damages,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),,"Network for Greening the Financial System (2023), Scenarios Portal; and International Institute for Applied Systems Analysis (2023), NGFS Phase 4 Scenario Explorer; IMF Staff Calculations.",,,,-11.95473543,-14.98387251,-14.931884,-14.46913047,-14.8696163,-16.02273354,-15.68746401,-15.68429163,-15.65607213,-16.43792833,-17.01065846,-17.06220917,-17.0139465,-18.15439831,-17.49772662,-17.4712259,-17.88604145,-17.15155854,-17.77741916,-18.24346764,-17.74599469,-17.92522164,-18.61426438,-18.38626747,-19.09198841,-18.58101752,-18.56367138,-18.29324838
Africa (NiGEM),,605NiGEM,Potential National Income Loss From Climate Risks,Acute climate damages,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),,"Network for Greening the Financial System (2023), Scenarios Portal; and International Institute for Applied Systems Analysis (2023), NGFS Phase 4 Scenario Explorer; IMF Staff Calculations.",,,,-11.95271153,-14.96220354,-14.91108739,-14.48278639,-14.85974998,-16.03093501,-15.71258471,-15.69097827,-15.70605262,-15.53736321,-16.09702004,-15.92785479,-16.13546735,-16.7558624,-16.49447082,-16.34257473,-16.85272506,-16.09893074,-16.59691574,-16.91659672,-16.64785875,-16.59662175,-16.30639506,-16.07658994,-16.59897744,-16.17753933,-16.08720907,-16.00185451
Africa (NiGEM),,605NiGEM,Potential National Income Loss From Climate Risks,Acute climate damages,REMIND-MAgPIE,Current Policies (Hot house world scenario),,"Network for Greening the Financial System (2023), Scenarios Portal; and International Institute for Applied Systems Analysis (2023), NGFS Phase 4 Scenario Explorer; IMF Staff Calculations.",,,,-16.52756673,-16.94570546,-18.48628776,-18.04782453,-18.48701036,-19.45764126,-19.21185591,-19.0180947,-20.1279198,-20.07851755,-20.56044741,-21.52023664,-21.49778869,-22.42062284,-22.12252428,-22.06796487,-22.75758047,-22.14677898,-23.19769916,-23.4804062,-23.07236555,-23.87048027,-23.41940587,-23.50771001,-23.99871202,-24.03911374,-24.13463021,-24.20438704
Africa (NiGEM),,605NiGEM,Potential National Income Loss From Climate Risks,Acute climate damages,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),,"Network for Greening the Financial System (2023), Scenarios Portal; and International Institute for Applied Systems Analysis (2023), NGFS Phase 4 Scenario Explorer; IMF Staff Calculations.",,,,-11.95473543,-14.98387251,-14.931884,-14.46913047,-14.8696163,-16.02273354,-15.68746401,-15.68429163,-15.65607213,-16.43792833,-17.01065846,-17.06220917,-17.0139465,-18.15439831,-17.49772662,-17.4712259,-17.88604145,-17.15155854,-17.77741916,-18.24346764,-17.74599469,-17.92522164,-18.61426438,-18.38626747,-19.09198841,-18.58101752,-18.56367138,-18.29324838
Africa (NiGEM),,605NiGEM,Potential National Income Loss From Climate Risks,Acute climate damages,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),,"Network for Greening the Financial System (2023), Scenarios Portal; and International Institute for Applied Systems Analysis (2023), NGFS Phase 4 Scenario Explorer; IMF Staff Calculations.",,,,-11.95271153,-14.96220354,-14.91108739,-14.48278639,-14.85974998,-16.03093501,-15.71258471,-15.69097827,-15.70605262,-15.53736321,-16.09702004,-15.92785479,-16.13546735,-16.7558624,-16.49447082,-16.34257473,-16.85272506,-16.09893074,-16.59691574,-16.91659672,-16.64785875,-16.59662175,-16.30639506,-16.07658994,-16.59897744,-16.17753933,-16.08720907,-16.00185451
Africa (NiGEM),,605NiGEM,Potential National Income Loss From Climate Risks,Business confidence losses,GCAM,Current Policies (Hot house world scenario),Percent,"Network for Greening the Financial System (2023), Scenarios Portal; and International Institute for Applied Systems Analysis (2023), NGFS Phase 4 Scenario Explorer; IMF Staff Calculations.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa (NiGEM),,605NiGEM,Potential National Income Loss From Climate Risks,Business confidence losses,GCAM,Delayed Transition (Disorderly scenario),Percent,"Network for Greening the Financial System (2023), Scenarios Portal; and International Institute for Applied Systems Analysis (2023), NGFS Phase 4 Scenario Explorer; IMF Staff Calculations.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.218826667,-0.762336158,-0.94938373,-0.635381645,-0.370880329,-0.210345216,-0.111362099,-0.040003276,0.013480982,0.047630798,0.062041788,0.060988474,0.051175035,0.038514558,0.026152186,0.014829489,0.003644422,-0.008076808,-0.020723186,-0.034049459
